,Customer Lifetime Value,Predicted_xgb
5220,2272.30731,2266.5733445591586
34,4932.9163450000015,4915.909438487795
1721,15641.25856,17596.963173775704
1167,5508.315536,5495.830021917487
2735,14566.09246,17213.891455750192
2028,13024.13012,13728.879910111382
48,3343.8753260000008,3354.269616527192
4565,17103.79173,14439.319332399165
7808,32474.76977,25220.774910764227
4887,2436.839358,2415.2936801133956
2780,12807.09083,11372.540171237295
9026,16909.927669999994,16961.75895340652
2749,20604.01627,15510.42401154168
287,4706.676993,4813.969211448576
2676,8861.900439000001,8804.184049852318
6997,6265.343299,6264.548206624869
3214,4655.209814,4646.32883587877
1175,2759.978287,2760.235830354057
3008,25807.063,27321.62011717774
3450,8558.038795,8486.460170766426
7831,9566.839884,10954.81661094519
1127,16979.79757,16668.20077920865
600,7366.1883,8234.104336361012
3698,16473.16905,16583.18949414108
608,12298.6863,12629.481670687064
1289,14010.52742,13494.67576695017
262,17930.60451,13567.77777112265
6895,3061.799398,3079.8540135624744
7261,4911.115538,4912.8896829250825
821,6793.77405,6781.249280767054
5911,19597.05706,15984.524772909812
6802,6143.898219,6147.758713028369
3853,4372.490855,4314.792603669573
9034,43019.01278000001,34867.352353602284
3878,8545.608945999997,8575.618046155389
4515,2643.71574,2708.5236737180257
37,7380.976717,7318.8284754091555
4307,7285.030983,7661.385689671456
372,4276.915328,4395.898718176645
2635,15032.9003,13737.662726807685
4371,2537.383207,2547.155894717612
314,8288.155579,8327.157650583234
7633,4874.0748,4798.594476490418
721,2612.756658,2620.424099741452
1415,7396.719746,8344.441439756418
770,9206.598256,10434.821360490818
5159,2748.851081,2739.4061046663987
6145,14558.42424,13707.588520267704
3585,8646.547993,9738.550079202785
8357,5360.5570659999985,5368.909852638289
5472,4236.301454,4201.418122554816
2016,3766.366587,3764.317679506866
9086,3694.647081,3676.1787132051613
7381,3508.569533,3508.5711376740455
1300,19896.42226,19411.072828862558
1334,3309.11965,3336.0535930931387
2549,3095.705571,3130.891268979169
7398,7462.9262629999985,7462.811815817476
7000,6474.826466,6440.574964206339
6774,14428.86926,11900.19370688316
1869,5827.409742,5816.0644412918455
4999,5897.986595,5888.092188826636
5411,7329.889139,7420.195998418958
1064,4547.892543,4540.128332283681
4646,6057.07208,6056.854143554619
4107,5507.242176,5468.960231785484
5002,9079.823377,8945.403222233417
4630,2592.437797,2592.315451005618
1258,7611.212764,7467.441072314401
2850,6207.171358,6176.630908138255
2482,2276.392936,2300.6678948657636
3599,7752.933281,7698.858095603039
4287,5181.620895,5182.006268332371
1968,4942.6306060000015,4945.777845986468
3753,5059.325681,5064.525152086609
533,10346.32454,12567.973923424437
5666,7850.128056999999,8480.683068493652
7869,2372.289378,2360.556807116877
8126,8490.284985,9739.727220664423
3264,12904.94336,14330.069386042653
1716,5770.684097,5823.149342136544
2763,4196.429642,4133.815050993456
3538,13530.02906,14422.79829752656
877,4637.164036,4629.911027519057
7074,6625.287170000001,6609.802310119401
676,2595.747991,2586.426315346402
4198,9113.694323,9076.487357953809
936,16870.3882,17266.132717282242
5355,5708.024308,5649.401469266769
6139,2443.925701,2466.674077998036
1973,3095.175379,3077.6505323039996
4095,5421.048629999998,5331.135928367697
8449,16473.16905,16694.464257093772
5914,2386.201293,2436.0475165288294
3279,4861.369008,4843.40367732048
2347,7602.663689,7496.936424674328
4101,2862.1802620000008,2869.1654047009406
2351,5055.902381,5054.59644320906
2362,2369.439009,2376.399521737619
3078,6513.612638000001,6482.3825688212855
2390,5953.213546,5939.639010331117
1315,9238.305998,9211.490281609773
4516,5824.2241920000015,5841.212925930279
6083,5800.772699,5747.889750788233
2031,7943.513275,7965.777419434517
4720,19644.76296,14151.224776880157
4494,4344.99018,4388.5626887231365
8949,18321.24471,15448.81744224482
4946,7297.687812,7290.722669999758
7926,2589.43003,2584.559300542098
4944,41075.42879,37261.09625604029
940,16874.32815,15443.126159198966
8885,9150.137599,9160.510596393578
4758,4531.372981,4605.18820542374
301,5395.831967,5416.097477499994
3131,6473.325620000001,6428.008562175888
8309,2744.73543,2734.229479700815
7085,5963.174005,5958.4209893864445
1858,46805.22306,41595.24159301638
7093,8679.79601,8657.069736628051
8955,5620.587184,5571.774847845698
2900,10298.38586,10277.292018764674
7472,3571.3460700000005,3545.0408381086195
1454,6033.2223509999985,5910.502266615845
969,5041.29961,5020.126393054359
4392,8736.501241,8756.504043429271
8121,6903.946531999999,6901.941390566974
665,2846.24535,2849.8842754846783
2803,2833.797966,2848.2017320450873
7794,2052.9489670000007,2088.3389398080885
6622,5498.940679,5502.099332361127
3651,4463.607161,4428.859904698576
3980,16553.23422,17660.804291375116
8453,14435.67365,14623.21664599856
6039,7689.700105,7646.030972833604
1388,2580.849899,2584.4556581309407
958,4525.365839,4558.607993489493
1502,4163.7933600000015,4179.857564966005
8262,9000.439546,9012.960223021748
7725,5260.9216270000015,5274.69265967713
4759,2813.309659,2805.275307291005
4015,13995.68999,16021.623915975937
5416,8047.410936,8068.648265853684
7634,7261.615478,7166.795063701711
3428,3619.060986,3601.2142365168816
72,2451.752695,2430.7096614262427
4000,6183.1857850000015,6208.524429541768
4691,4315.788632,4313.084151149055
8043,7203.133626000002,7085.3524080138795
6494,4558.972934,4570.297905327568
2055,13151.83203,15521.010225329634
2272,2574.020376,2573.952454166333
8604,5300.6863939999985,5273.263671625819
6727,4916.373221,4882.725972174588
7643,13167.60512,14946.475359179387
8203,5387.40977,5402.268305319524
58,4499.493252,4552.288503207321
3892,2837.163399,2866.6518787355353
6159,8013.608606000002,9799.883413979793
4497,26223.81193,22852.66373213059
5974,9902.392683,9802.570276673001
555,5528.664986,5531.505984301223
4071,9657.579498,9689.461774833928
3656,5568.947534,5568.947534000063
6577,5024.777578,5015.933917553607
6746,3293.245706,3317.8300183581855
7014,6366.225775,6362.709214942363
7175,5112.570311,5116.267175618755
5509,7600.443798,7435.128732405022
4689,4178.586494,4158.292857788307
8783,5495.183322,5526.593591670436
2206,8456.455313,8436.622512326994
8709,4916.479717,4816.821455003861
6984,6051.637445,6101.251207187954
359,5509.895664,5515.960260662384
2422,12362.08766,14211.739696080753
4255,14718.11779,13091.66277844805
1967,15806.53397,16050.011522350444
8347,9718.463569,9270.499740943022
1825,5914.951808,5920.031780471933
6454,2647.519741,2649.0080316933827
4977,3141.252909,3163.6950842828082
8483,2916.380797,2908.6072689762086
8457,9431.376818,10446.45315627328
7022,2485.109896,2477.6103736550813
8711,3508.905811,3488.737776903557
2905,7635.554626,8158.4643593471965
8822,12851.42404,12945.4227720087
4841,8827.229838,8684.988786234995
5999,8646.504109,8646.756437224922
3809,2570.190941,2557.733522279033
4168,2759.978287,2759.9566181395203
4719,18065.27192,17361.2119194307
2614,8888.143979,8862.00676400513
444,9877.295699,9999.907467926869
5776,5245.683756,5219.762491910986
4074,37243.63312,30986.858997665684
5656,2602.650842,2607.0512548055913
7573,2574.198807,2567.1042209688508
2961,2816.758764,2809.375944537605
5807,4996.545123,4994.729568063877
3361,6109.135438,6086.506606935476
4364,8012.365866,9207.467498006985
1718,2403.53947,2491.094038918203
4736,4554.911886999998,4575.660393494809
4174,2239.647297,2280.1556529483933
3737,8708.018769,8458.086205300226
7867,4946.960039000001,4986.0062460503705
4644,10498.92645,11715.061150014459
1763,14432.74644,15931.370899967416
127,3837.451863,3826.65398857593
2072,2585.955652,2573.8351706780713
2904,4299.838835000001,4348.540966648045
5669,7688.023506,7758.625055185567
2960,4962.208409000002,4962.752699030784
556,5045.866663000002,5058.464551985758
315,32654.8383,29294.044143837957
766,21147.27716,20787.546420884566
1312,26346.08582,31841.97925649493
5890,2574.020376,2571.624543911304
1786,8200.78728,9236.358931771203
987,5847.415237,5869.886832062187
5925,4654.9541869999985,4624.765281127136
9124,16261.5855,18293.391207089277
1259,4505.398267000001,4487.632920474324
4072,3985.319833,3954.592999716185
3796,5823.1629170000015,5831.874188359384
6409,12898.59142,14426.791757490806
8163,4636.54647,4636.55131776902
3670,10153.88899,10689.838492374936
8138,3425.73115,3440.5173100699626
6807,6045.625114,6043.053311638407
4985,5437.908293,5416.5828428282875
1359,8717.049833,8787.372958877131
4957,5705.547071,5711.117954253076
7908,5417.744055,5438.343856852733
5784,27934.623730000007,25039.735745914975
4697,2808.078361,2788.375325872467
723,24127.50402,23295.200647241654
6704,4881.394894,4880.500614958802
7574,22315.05787,16233.004018711126
4336,2409.368488,2410.585864223636
7132,3238.929524,3221.265339390424
3802,20474.145630000006,17485.57032115438
7621,2833.980142000001,2833.7879303083105
6770,3106.48254,3085.1205118938374
321,5332.462694,5332.347756258815
7811,6459.640942,6451.708543032955
3966,2886.451602,2886.4608496487954
6353,11255.46343,12187.278172481294
4862,17793.607969999994,17192.265802095106
4455,12234.36232,14842.757782142517
6252,73225.95652,47782.33342758827
8172,6375.079233,6394.805853575155
7391,5264.425866,5249.6032180597385
5779,5445.373289,5581.91861257705
3258,5598.008379999998,5572.4468658784
391,5011.259184000001,5023.206667685631
3938,3382.223536,3366.9774560992796
6410,12168.74492,12319.750242500104
9008,5945.616886,5922.021928819178
8461,3237.305187,3230.6519240573075
2893,4270.034393999998,4266.847380240176
2789,9028.307862,9019.881399259919
5688,5512.342258,5521.950608692962
7657,26453.93512,18771.421443273703
7901,26763.82631,19758.685895780418
3867,3644.833554,3644.0147690431995
8474,9223.987144,9163.468790952807
8948,5308.434428000001,5245.159232316875
8920,8028.1798819999985,7961.7250001617695
4775,5533.229132,5538.396423059878
5477,3873.647046,3873.7129116905535
2607,19160.98994,19134.99234870822
477,6285.476868,6310.866272780521
7670,2655.864573,2655.2769908865703
8112,12341.83389,14446.483056277682
6250,7981.444703,9415.82389288774
75,8591.604933,9401.573695869401
4509,10827.87278,10797.327160711446
1660,5800.171881,5784.731777286731
5957,3790.190029,3796.106699056796
3472,5633.5317030000015,5643.286907791698
7954,5736.45893,5733.138206969604
7496,6678.899026,6665.273587894856
6740,4270.034393999998,4276.890341508374
8325,18196.63824,14800.59354740785
8867,2612.528734,2615.7599550282853
2542,4566.377261,4593.163072054179
4621,5799.063709,5785.052723568002
7790,6689.022728,6688.166589546758
4395,9294.088719,9287.49512046644
7259,13869.92705,13960.572160484246
1445,8789.884059999997,8698.508531986308
1876,7444.814633,7399.717506803094
2513,5394.000979,5372.286260437806
2522,2869.301319,2804.332716455074
6745,6529.911496,6549.2626861483905
7885,2674.730716,2674.8540148619804
1486,10541.10977,10467.383819231623
3144,2606.045519,2622.2055430904084
3954,8417.004401,8492.302741635422
4166,9657.579498,9655.802871486587
7294,2331.325089,2347.2775999333717
8378,4428.031583,4425.281136354579
7013,11955.39598,13825.308526879286
8842,6889.518761,6968.831947476925
867,5234.331741,5210.577044238951
7912,2690.781969,2668.737826977224
7138,5083.789524,5067.81992216879
2164,5714.232848,5673.002556153671
4005,20230.9675,16183.532713247914
2321,6622.05254,6585.944804263168
4149,2305.056048,2308.9632793071482
7254,41787.90343,40768.648823870586
6493,3857.770745,3842.911981493981
7558,7247.495684,7139.114504264455
5009,12332.51669,13743.8236014675
3315,2652.289648,2604.468429280815
4178,3966.129505,3970.570810126707
7418,9429.080755,10099.938057629915
292,18042.47942,18025.384291013153
2187,6699.222525,6727.792455536018
6229,38545.70689,29757.41332024413
2150,15886.03136,15762.421616007596
7055,5059.9874770000015,5048.15277592707
8487,4698.345864,4749.957332232943
1198,16973.74021,18954.499649081903
4639,4926.282836,4898.772033358452
841,8237.037945,8251.113942660519
7050,2821.352024,2834.6212850377615
6235,7573.336504999998,7557.291038943623
4470,4363.1982,4416.131617332037
6228,4479.59882,4494.399125623568
5525,14616.368169999998,16798.43941116295
5919,8368.875358,8324.946320513805
1028,2429.280527,2410.218741978836
1411,2619.337376,2618.8058002159905
1764,13027.41984,13003.738766271872
4666,3341.6835,3633.4769828044414
1818,8621.172176,9753.886809819842
5488,3124.933827,3145.549281342605
2942,9575.7578,10443.766094705381
3029,3915.798108,3879.2085600168816
3083,11315.20373,11683.22609183747
7304,41103.24183,27057.295346610237
1305,3609.798318,3648.1160958077776
7868,2660.009874,2643.251702675735
9051,2982.196702,2975.827702522581
483,4770.550911,4765.428849468506
6574,5460.373249,5450.686021384712
4818,2004.350666,2006.9231092452383
4670,7285.030983,7599.614519296315
8187,17254.03699,14201.81656700912
947,2659.980563,2674.9257664195343
7497,2222.865016,2194.60343919287
8535,5372.351967000001,5378.471341424428
4246,8341.929904999999,8414.383226562968
1342,9122.92563,9110.269769056871
8468,2816.756002,2817.5185512751855
5230,20579.69157,14907.080866187322
5827,23984.62144,22866.69979792691
3836,10155.30044,11159.885803211602
7305,22658.53652,21631.659033723186
43,12231.87968,14110.32262172827
3733,4996.552721,5012.934701943021
7522,5470.060561,5468.71461485741
6782,3837.492458,3870.938036742995
1977,11763.15249,15188.705686297726
3828,14962.371030000002,14766.435388836991
7777,7927.182997,8780.611575748864
6620,2938.814981,2926.5567826406527
617,8717.777831,8672.5862293896
4225,4306.55935,4314.357810720785
8640,2449.5800480000007,2440.404243001766
3848,13226.22345,13224.522188077108
8573,5246.278375,5245.987003893765
5888,8329.039004,8285.458051232325
3220,7911.626106999999,8410.556561918911
434,5015.009472,5014.261626790567
771,4118.588554,4116.89244289795
7763,5905.971667,5875.210204026448
8326,2668.731444,2653.3758520424
1249,6494.243995000002,6468.79898273551
6166,4502.408771,4588.348213043221
8214,2960.567044000001,2968.9496985196433
4826,11895.18188,14909.26415924639
2681,6189.122455,6190.107938415537
8845,5358.163394,5362.4755586214515
861,5609.082493999998,5601.083813561082
5743,7785.666531999998,9009.497480971577
8335,9549.113813,9535.721715684936
3859,5107.163002,5107.266447552694
6568,25900.19716,23679.017690325978
1993,13755.54279,14388.640244176211
8185,10193.77423,10194.008686808364
184,3735.838129,3774.664664381188
8305,6906.201903,6918.1283609456195
2730,2780.729047,2771.462185131734
8157,5217.513287,5218.176502132192
6602,4170.687348,4171.070594385775
7385,5251.1522810000015,5274.1630428947765
1573,13235.54436,13892.014152421467
8825,61134.68307000001,43437.46649432073
2622,4633.452912,4640.431502923789
7653,2395.57,2395.7211859730783
526,7268.736957999998,7765.29811394223
2932,5534.576395,5541.097054730683
4402,25107.09812,19353.802661128437
3002,3624.901612,3609.400586128972
9106,6827.044423,6997.235074722955
6904,34611.37896,33870.29142186876
7745,2615.852084,2619.6921729945902
6351,5421.5379520000015,5455.7781556341
2090,2227.072755,2227.7974416121565
5553,9114.276632,9185.329973556214
2917,3528.044252,3526.3239094203777
6191,2822.731903000001,2838.321994719514
5986,2547.370551,2533.5999402676907
2294,30061.69259,33714.32129685546
7439,3044.003202,3105.205300008996
2122,3147.973444,3175.812417248622
5320,18938.53677,15355.93789628579
856,44771.29936000001,32374.69324724633
100,8002.308333,8002.343918387198
3752,8828.933996,8824.938460299076
4152,7212.523911,7177.550107286769
2317,8296.176276,8309.083030580536
2503,10548.53703,10481.069813142643
6038,9587.586583,9567.457217611001
3129,5680.276365,5697.730936703383
257,5004.263818,4987.743151024772
6382,2819.1147690000007,2819.44833507175
8831,3875.541141,3955.9358589540643
4171,3574.990725,3572.4347393057615
4651,3557.368368,3545.642828023825
6976,5007.672425,4988.50788191612
1033,4936.888359000001,4870.349598311759
1396,23207.26972,19740.36793883532
8962,16272.743219999997,17688.484765482634
4802,8503.942634,8940.365043021186
2165,4929.549699,4929.1697121224315
8528,17666.565430000002,14532.205213093514
3615,4479.494223,4524.411814901931
1160,6673.737677,6666.590927736289
4490,13369.44267,15156.684963435395
5737,9657.579498,9660.698648981006
748,2725.356404,2726.515754437735
3337,5996.065073,5998.511218092459
2005,5103.296644,5115.408813042915
3519,6753.428413,6691.308073013584
6803,8837.334639,8855.988965207043
3057,7780.903354000001,8637.935303063008
2920,16963.839340000002,17126.293963587512
1571,4529.062612,4503.3970605173845
4464,10721.61076,11921.346035186332
8924,12694.88894,13927.929001211765
3781,12913.49818,15190.250061434383
4875,2302.818965,2271.674250210989
1393,5898.733666,5963.778932938474
5164,19174.63407,20514.908774935102
5551,13037.03339,14560.444258231053
8946,7200.664876999998,7210.486261159304
5418,2195.295372,2186.3817805273743
122,5499.447223,5483.813410185528
7272,16301.9676,16282.95706756489
3375,2372.155492000001,2375.9304814354955
5512,2712.832687,2717.7590097512602
2799,2119.894333,2150.1436252257026
2329,8184.691323,9374.999868193778
7367,2757.383982,2755.4465741868185
300,2636.97773,2638.060213692784
3357,9657.579498,9655.95920705923
8438,2415.063816,2421.254610475518
7513,2530.705137,2524.2319045207164
5910,2458.746211,2460.0937866654763
7614,10828.37347,11308.5839354422
499,12941.73353,14188.02770630125
7600,9180.154161,9119.358396705911
3471,22103.5072,22144.228244343212
3275,2743.553584,2737.3653800443985
3060,7268.096004000001,7183.902060642913
1971,9189.518267,9210.092161611852
8679,9486.037005,9539.134445526674
3597,21941.85759,17362.375678296095
369,3554.845264,3554.146974958255
5875,3033.407812,2987.2278785625194
3974,4755.194923,4702.356170259762
8403,2953.797658,2998.171056502298
5852,8092.87696,8091.833784202377
5764,7933.820656,8834.150249735936
7145,5112.104786999998,5052.981753644736
397,9080.639651,9052.584767402677
523,5337.352409,5446.364335125187
3429,4880.713626,4882.9842931469675
6913,7176.591051,7163.694150876588
6045,5295.625697,5237.108500189799
5591,2734.149158,2731.7920780214445
336,8082.880956,8493.728377774685
5190,3585.942995000001,3564.3226484675915
3187,4312.8695990000015,4367.3287322952365
2886,2369.111588,2323.7913181725853
1747,7474.605769,8560.135506663966
7899,2312.328541,2333.06457612516
6451,2615.3044670000004,2608.016926284887
277,9322.08512,9299.896485173278
7499,25082.1789,19246.08278775486
1244,10080.37031,10163.15167508738
1918,15762.60349,15706.8297349372
1791,3118.927949,3103.382467456471
6344,20631.15177,17412.487754253285
6542,10110.96161,10047.306015534154
1095,12731.95161,12910.708253935303
5419,2397.036098,2396.8904625817395
5057,3472.369996,3490.6758147046658
3745,7908.452072,9005.445114599426
4724,5712.380598,5705.568830822226
6692,4349.30875,4346.86402670429
1998,10171.47779,11797.273679898331
3676,7524.88292,8809.350941167293
3348,7891.584409,8666.502073900749
8486,2472.469209,2471.454506132077
3062,7813.411572,9119.64873948155
1761,5146.80976,5061.153193998844
2719,4376.3635920000015,4376.9837047949495
886,2590.096027,2596.200312444921
7312,12280.76661,12374.763311070126
8074,2629.315549,2631.663906766564
1605,4358.5535340000015,4338.192551607334
7660,6687.593818,6649.87981077359
7594,6950.532764000001,8149.3448995471545
855,2582.185301,2590.664047327133
4303,7507.4553719999985,7507.416557217548
989,4724.786102,4711.392028876195
8397,2496.476385,2486.9270813412404
96,8375.353929,8342.972812612607
7672,3161.171297,3165.9369597709892
9099,2518.743544,2517.2954167703815
8534,6371.320461,6386.229209212466
7896,22448.68617,15796.199984921339
3568,4224.832303,4342.995055470238
3527,2862.563059,2844.942679458986
1909,5674.381244,5677.419775823803
7415,3730.144916,3718.1089122624912
4036,8776.363448,9236.137728895288
5132,4455.518101,4614.775056512804
4640,23086.36478,25726.14249883142
139,10388.55323,14085.041119659583
1225,18131.18874,16042.218438196765
5214,2921.490461,2913.8857744080237
7331,2839.56968,2845.616214064228
7758,2686.535218,2673.178334673837
6717,5534.569714,5469.74976691476
7192,9560.049227,9424.936928131272
8779,3964.527997,3972.593581450679
6912,2588.080213,2587.809675488972
7943,44520.13577,38837.480669719655
1899,10189.65429,11718.235414609228
5382,2693.530229,2695.8664920820884
7406,4739.34663,4732.263998436165
8650,6153.394838,6121.679918275563
5524,13211.01092,16397.172054924642
4595,5625.307768,5628.791407495486
8278,3350.244285,3361.592863645944
2800,7155.471967,7149.605230766314
5902,8084.3250579999985,8190.08459406327
1980,3528.044252,3526.2238358535524
5641,5380.898636,5381.115668596569
1287,4067.004737,4056.8492368298866
3504,14002.37819,17309.445732696415
7805,2436.397813,2456.361356933683
5530,9807.829589,9821.39468760029
2723,8662.048958,8617.561154842613
2285,9403.875138,9350.270466043694
6321,2722.210707,2720.8141751672433
8048,24706.92011,20956.9811152581
1675,5639.941974,5639.503829701915
8333,6057.07208,6060.557799734106
7894,2866.779811,2879.5290002775723
349,3605.860265,3583.8743459849047
5663,6674.44805,6729.444085548331
5415,14932.09982,13397.156093502228
109,2452.977288,2451.8503563996164
664,4160.018087,4137.477042923344
6611,8098.511109999998,8353.654158879646
2088,5227.230377000001,5236.309623646559
5624,6965.423975,6898.131024011819
5617,4795.387295,4773.958070689609
7742,6480.681366,6463.711375947893
5722,3833.066768,3981.6196957389093
6477,4078.290374,4097.3934493709
4551,6869.185344,7607.600914969828
5778,2719.506996,2717.7554601145166
8724,6600.477951,6778.897869701721
7714,10759.40004,11701.045680503394
1491,2425.494812,2439.1116565196558
7155,23594.6802,23287.82321699729
3303,7284.262288,8084.332362751209
5913,8728.456239,8788.420488355152
6134,6555.360031,6554.948267443514
6632,28328.465480000006,24026.776193285572
1833,3788.649817,3785.6000199453374
3882,24338.51185,18333.85629326542
513,8470.036773,8376.579594568064
847,2790.682957,2769.7916349917946
5799,3440.361969,3456.668926464319
6615,7260.833833,8719.174113108253
7158,3409.677392,3402.413259683835
7384,5348.30258,5361.062008277303
1523,4048.16129,4030.6426897449505
4882,15925.05739,16721.73359641491
2311,15672.69696,15912.251260394723
1010,7462.9262629999985,7462.745531434548
3244,5140.1128899999985,5112.816275186918
9049,32104.69957,33676.97420897682
6103,8900.420359,8843.688709777365
4167,2799.470318,2792.597143940715
8005,2876.775085,2900.474955888036
7075,20067.40315,17493.812092352644
4787,3215.196994000001,3207.7079503522737
3812,7282.221434999998,7350.559153747176
1512,2557.0943230000007,2594.912377067041
2546,16068.34838,15972.014073870683
2764,16473.16905,16662.414330133295
5719,7732.385103,8188.669933378842
5258,2771.045031,2771.2124852494817
1689,5811.9181119999985,5790.519080309945
5375,2004.350666,2009.1458095723087
8794,4170.687348,4171.00392195728
5602,2668.662697,2647.5795300163854
4915,56675.93768,53333.61348387593
605,4636.54647,4638.278854409479
5697,6807.271588,6791.5395104704385
3854,9090.269181,8952.339714670341
8485,12280.76661,12374.763311070126
5623,9029.940704,9396.963917536033
8987,4341.363555,4359.271118000035
7292,27929.964410000004,19265.689052318772
7752,7486.019078,8831.518219376672
8761,10129.50677,10912.119320162365
1683,3644.833554,3645.3456183845656
3061,4060.956163,4140.751650271213
3507,5638.543833,5643.570195432348
4131,7564.611951000001,8389.181120167663
5661,7607.983712,7625.815892627568
6309,15759.62394,13409.342896792283
8209,2617.704041,2535.2883405739735
456,3289.547398,3243.9353587014702
2232,17223.89108,18498.574142977355
1729,8819.018934,8819.465846576295
1174,39400.1854,35201.85858232893
4643,2538.857089,2536.8507736438055
1062,4213.918619,4198.336345517147
1354,3126.271893,3159.99216364539
809,2530.705137,2531.4630884646162
4845,7200.566588,7796.2111039126385
5891,4004.5513,3927.6996991930037
655,5077.320916,5136.596429773905
4339,5470.060561,5470.35884130199
2798,2651.615963,2635.5164209794616
8260,8564.768226,8566.393444482834
6735,2675.569927,2681.966142550425
1593,2321.052528,2294.9052526507194
3076,4655.392106,4648.226289078413
4928,8722.895091,9784.875283683152
3168,12731.95161,12861.682371257244
2882,10244.2435,11571.75449460214
5528,10662.63422,11425.1511868928
6022,3362.670123,3409.383875239636
3111,3499.988408,3481.1904743189934
5683,2435.147986,2421.9073303076675
6312,8925.632206999999,8942.631265073216
4230,5813.242121,5808.762382046657
2299,17263.640480000002,14399.579778441057
6698,9144.856285,9143.019925122477
4157,10083.48688,10318.650878950635
259,2623.31543,2612.110636522874
8778,8596.567628,8619.735287367594
4528,3580.076125,3601.3086925849966
8393,8714.922134999999,8717.54561424093
8906,10524.71154,10446.464008863903
528,3738.436222,3746.093591286686
2672,5133.414764,5122.7729112123325
7450,17526.17908,17529.38739853248
1556,2486.064902,2494.8450644383743
5846,3834.735196,3881.921489539824
6815,3350.687339,3353.8967125633008
6668,7163.796624,7295.940579318484
1595,4362.931238,4362.280384026785
2911,10575.94816,12690.963903602804
1178,2633.011837,2631.004217732789
9109,3622.872124,3658.5594337130447
7651,23331.829,18637.524037849384
7826,2659.70565,2659.5452731508108
2874,6896.088021,7544.999483339601
8614,10013.77995,9875.305183407447
6897,3259.885006,3276.4893476463426
8345,7716.439345000002,7650.332671385022
8944,4448.564599,4464.165256218083
4559,7949.2842599999985,7956.73376442045
8131,7409.586372,8443.907400690601
1830,2252.416825,2259.659860059848
6533,8481.310791,9812.108141165432
8490,7506.779365,7588.5056860773175
5285,8646.504109,8646.756437224922
1550,12036.62051,12273.296392438906
995,5595.389905,5592.374647650194
5632,2395.57,2395.658572689359
4112,4187.77657,4157.099348907889
2936,6943.741598000001,7891.915729742995
4514,2132.771675,2130.66234778689
4453,8169.334846,8193.672993756263
1012,7236.1324829999985,8214.923741702389
7181,3324.551776,3351.8756057296428
4553,4874.216555,4868.789794523414
5233,2546.364668,2530.5821805209525
69,11727.77648,12421.45996000824
8601,6993.380587999999,7617.4829482020195
3930,5926.729379,5922.878377012061
2734,2509.268453,2524.2926337319586
6778,26511.60445,29087.34558578665
8610,8754.233404,8698.482017516952
2449,5015.009472,5015.0039237721285
2718,6141.961622999998,6262.497752435517
7957,11905.06754,12735.085197287819
8647,4312.642503,4295.996033050308
5717,8009.028201999998,8020.471973222468
8133,12157.32992,12297.467560921988
3738,2907.363467,2912.1680285127777
4966,2847.965582,2847.139442554104
4781,6423.739052,6452.855423487331
9127,5032.1654979999985,5057.717595243532
2634,3954.344534,3949.6007163567156
7143,7714.623619,7575.876970063798
7461,3728.874098,3787.28297612942
5596,9192.592887,9224.467113550634
1625,5333.038137,5312.483455013259
5577,4997.780688,5028.646183983286
2124,3230.576665,3229.51658149848
5494,3187.351993,3154.8240136501754
7018,7529.863445,8209.37867170455
1609,5170.976384000001,5214.415687641863
5250,11578.12643,13998.615549141125
6758,2487.649473,2496.141833839482
1580,14181.64282,12056.425671362389
2046,10598.54249,10584.412197863026
3049,2779.85389,2736.9763547080215
1647,5418.152088,5405.283081263971
2256,6876.309925,6879.511720563376
950,2894.243869000001,2902.7527358090597
2816,20123.86854,15774.178721407867
7048,12157.32992,12456.48457296355
9069,2224.555883,2231.030782536112
694,4118.588554,4116.348860731601
852,4747.734642,4758.715769525188
631,9816.528302,9792.794799783187
4744,4770.550911,4774.921522966168
2918,16468.22079,16091.790844546624
4562,5325.724541,5328.641298083963
4416,4999.34581,5050.286027486606
1337,2161.685527,2134.065263739316
261,5106.1118270000015,5091.762045842301
7562,7996.597065999998,7971.847313008807
8801,8807.609658,8894.305782753941
793,24980.22553,20037.059719794575
7417,5931.28489,5931.4754380585255
1072,3808.122147,3807.683079824739
5637,2514.59196,2517.1616645523213
2673,9369.639891,9335.945179371902
2883,4645.569555,4625.485271944054
595,2491.317024,2490.5466535105347
6946,5517.199137,5516.614306660351
624,10481.94383,11416.575656109377
7518,5389.499465,5389.322486875545
7715,12357.11512,12526.530119600462
8713,4335.676738,4378.59074186281
4413,7638.442811,7605.433854421685
5211,3707.282365,3709.3927013310554
5930,2703.266928,2669.7839026653714
4839,4984.618654999998,4986.3230052809295
3565,2864.093984,2903.4642591718875
2477,3230.576665,3229.3499501265333
8297,5692.684466,5668.4975710903045
3691,13046.65319,11896.224151467984
3457,47155.62558,31423.41476601228
2056,14019.97546,13038.703587074626
7935,5418.463878000001,5416.09916340315
7996,2602.212965,2581.015018426749
8797,9095.049868,9096.452578033775
318,5457.259678,5480.434417182404
9096,7083.642205,7116.972311468289
4675,6500.409697,7302.666051985848
3960,7524.7357459999985,8911.606677577287
976,8105.910755,8153.148665515962
1697,3330.672761,3331.1234196670644
2093,5016.827946,4992.074249602064
5000,4617.391775,4649.044026227737
8085,2952.581331,2946.5390038295586
3625,3838.113442,3837.992688548589
6172,9551.167226,9519.2709976766
5705,4938.893241,4934.549732663174
1516,22207.82615,21687.551475611504
6086,5067.635525,5070.814738764691
